questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"Calculate admission points and make decision:

**GPA and SAT:**
- If GPA >= 3.5:
  - SAT >= 1400 → 30 points
  - SAT >= 1200 → 20 points
  - Else → 10 points
- Else:
  - SAT >= 1450 → 15 points
  - Else → 5 points

**Extracurriculars and Essay:**
- If activities >= 5:
  - Essay >= 8 → 20 points
  - Else → 15 points
- Elif activities >= 3:
  - Essay >= 7 → 15 points
  - Else → 10 points
- Else → 5 points

**Recommendation:**
- ""excellent"" → 15 points
- ""good"" → 10 points
- Else → 5 points

**Decision:**
- 60+ points → Accepted
- 45-59 points → Waitlisted
- Below 45 → Rejected

Test with gpa = 3.7, sat_score = 1350, extracurricular_count = 4, essay_score = 8, recommendation_quality = ""excellent"".

**Expected Output:**
Admission points: 50
Decision: Waitlisted

**Hint:** Calculate points for each category using nested ifs, sum points, then decide based on total.",,,,,,,,,,,,,,,markdown,"```python
gpa = 3.7
sat_score = 1350
extracurricular_count = 4
essay_score = 8  # out of 10
recommendation_quality = ""excellent""

admission_points = 0

if gpa >= 3.5:
    if sat_score >= 1400:
        admission_points += 30
    elif sat_score >= 1200:
        admission_points += 20
    else:
        admission_points += 10
else:
    if sat_score >= 1450:
        admission_points += 15
    else:
        admission_points += 5

if extracurricular_count >= 5:
    if essay_score >= 8:
        admission_points += 20
    else:
        admission_points += 15
elif extracurricular_count >= 3:
    if essay_score >= 7:
        admission_points += 15
    else:
        admission_points += 10
else:
    admission_points += 5

if recommendation_quality == ""excellent"":
    admission_points += 15
elif recommendation_quality == ""good"":
    admission_points += 10
else:
    admission_points += 5

if admission_points >= 60:
    decision = ""Accepted""
elif admission_points >= 45:
    decision = ""Waitlisted""
else:
    decision = ""Rejected""

print(f""Admission points: {admission_points}"")
print(f""Decision: {decision}"")
```

**Output:**
Admission points: 50
Admission decision: Waitlisted

- Point breakdown:
  - GPA 3.7 + SAT 1350 → 20 points
  - 4 activities + essay 8 → 15 points
  - Excellent recommendation → 15 points
  - Total: 50 points → Waitlisted
- Holistic admissions criteria:
  - Academic performance (GPA + SAT)
  - Extracurricular involvement
  - Essay quality
  - Recommendations
- Decision thresholds:
  - 60+ points → Accepted
  - 45-59 points → Waitlisted
  - Under 45 → Rejected
- Nested structure allows compensation (weak GPA can be offset by strong SAT)
- Models real university admissions process

---


1. **Validation First**: Check inputs before processing
2. **Hierarchical Logic**: Outer conditions control inner logic
3. **Clear Error Messages**: Specific feedback for each path
4. **Complex Decision Trees**: Multiple factors influence outcome
5. **Defense in Depth**: Layer security checks
6. **Readable Indentation**: Proper formatting shows structure
7. **Avoid Deep Nesting**: Refactor if more than 3-4 levels
8. **Calculate Once**: Store intermediate values
9. **Consistent Patterns**: Similar problems use similar structures
10. **Real-World Models**: Practice with authentic scenarios


- Keep nesting to 3-4 levels maximum for readability
- Use meaningful variable names
- Add comments for complex conditions
- Consider using `and`/`or` to flatten simple nested conditions
- Test all possible paths through nested logic
- Provide specific feedback for each outcome
- Validate inputs before complex calculations"
mcsc,markdown,Which statement is true regarding the concept of **accepting and processing user input**?,,,,,,1,,It is a fundamental feature that enables this specific logic or operation in Python.,It is a visual styling tool for output formatting.,It is a module that must be downloaded via pip before every use.,It is an outdated practice not included in Python 3.,,,,markdown,
subjective,markdown,,,,,,,,,,,,,,,0,markdown,"```python
name = ""Alice""
age = 25
print(f""My name is {name} and I am {age} years old"")
```"
subjective,markdown,,,,,,,,,,,,,,,0,markdown,"```python
price = 29.99
quantity = 3
total = price * quantity
print(f""Total: ${total:.2f}"")
```"
subjective,markdown,"- Ask for Celsius
- Convert to Fahrenheit
- Display result",,,,,,,,,,,,,,0.5,markdown,"```python
import math
pi = math.pi
print(f""Pi: {pi:.3f}"")  # 3.142
```"
subjective,markdown,"- Name
- City
- Age
- Favorite color
Print formatted profile.",,,,,,,,,,,,,,0.5,markdown,"```python
name = ""Alice Johnson""
math_score = 95
english_score = 87
average = (math_score + english_score) / 2

print(f""Student: {name}"")
print(f""Math: {math_score}"")
print(f""English: {english_score}"")
print(f""Average: {average:.1f}"")
```"
subjective,markdown,"- Ask ""What is 5 + 3?""
- Get answer
- Check if correct
- Print result",,,,,,,,,,,,,,0.5,markdown,"```python
print(f""{'Name':<12} | {'Score':>5}"")
print(f""{'-'*12}-|-{'-'*5}"")
print(f""{'Alice':<12} | {95:>5}"")
print(f""{'Bob':<12} | {87:>5}"")
print(f""{'Charlie':<12} | {92:>5}"")
```"
mcsc,markdown,Which statement is true regarding the concept of **formatting output using f-strings**?,,,,,,1,,It is a fundamental feature that enables this specific logic or operation in Python.,It is a visual styling tool for output formatting.,It is a module that must be downloaded via pip before every use.,It is an outdated practice not included in Python 3.,,,,markdown,
subjective,markdown,"""My name is [name] and I am [age] years old""",,,,,,,,,,,,,,0,markdown,"```python
name = ""Alice""
age = 25
print(f""My name is {name} and I am {age} years old"")
```"
subjective,markdown,"```python
price = 29.99
quantity = 3
```",,,,,,,,,,,,,,0,markdown,"```python
price = 29.99
quantity = 3
total = price * quantity
print(f""Total: ${total:.2f}"")
```"
subjective,markdown,,,,,,,,,,,,,,,0.5,markdown,"```python
import math
pi = math.pi
print(f""Pi: {pi:.3f}"")  # 3.142
```"
subjective,markdown,"- Name
- Math score
- English score
- Average (calculated)
All formatted with f-strings.",,,,,,,,,,,,,,0.5,markdown,"```python
name = ""Alice Johnson""
math_score = 95
english_score = 87
average = (math_score + english_score) / 2

print(f""Student: {name}"")
print(f""Math: {math_score}"")
print(f""English: {english_score}"")
print(f""Average: {average:.1f}"")
```"
subjective,markdown,"Name        | Score
-----------|-------
Alice      |    95
Bob        |    87
Charlie    |    92
Use proper alignment and width.",,,,,,,,,,,,,,0.5,markdown,"```python
print(f""{'Name':<12} | {'Score':>5}"")
print(f""{'-'*12}-|-{'-'*5}"")
print(f""{'Alice':<12} | {95:>5}"")
print(f""{'Bob':<12} | {87:>5}"")
print(f""{'Charlie':<12} | {92:>5}"")
```"
